locus_tag	ftype	length_bp	gene	EC_number	COG	product
metabat2500.049_00018	CDS	1614	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
metabat2500.049_00019	gene	552	ogt_1			
metabat2500.049_00019	CDS	552	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
metabat2500.049_00020	gene	927	yedA_1			
metabat2500.049_00020	CDS	927	yedA_1			putative inner membrane transporter YedA
metabat2500.049_00021	gene	3822				
metabat2500.049_00021	CDS	3822				hypothetical protein
metabat2500.049_00022	gene	447				
metabat2500.049_00022	CDS	447				hypothetical protein
metabat2500.049_00023	gene	1791	acsA_1			
metabat2500.049_00023	CDS	1791	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
metabat2500.049_00024	gene	1353	chrA1			
metabat2500.049_00024	CDS	1353	chrA1			Chromate transport protein
metabat2500.049_00025	gene	603	ycaC			
metabat2500.049_00025	CDS	603	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
metabat2500.049_00026	gene	915	prs_1			
metabat2500.049_00026	CDS	915	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
metabat2500.049_00027	gene	1644				
metabat2500.049_00027	CDS	1644		2.4.2.4		Putative thymidine phosphorylase
metabat2500.049_00028	gene	1173	yliI			
metabat2500.049_00028	CDS	1173	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
metabat2500.049_00029	gene	588				
metabat2500.049_00029	CDS	588				hypothetical protein
metabat2500.049_00030	gene	450				
metabat2500.049_00030	CDS	450				hypothetical protein
metabat2500.049_00031	gene	735				
metabat2500.049_00031	CDS	735				hypothetical protein
metabat2500.049_00032	gene	252				
metabat2500.049_00032	CDS	252				hypothetical protein
metabat2500.049_00033	gene	516				
metabat2500.049_00033	CDS	516				hypothetical protein
metabat2500.049_00034	gene	1680				
metabat2500.049_00034	CDS	1680		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
metabat2500.049_00035	gene	210				
metabat2500.049_00035	CDS	210				hypothetical protein
metabat2500.049_00036	gene	417				
metabat2500.049_00036	CDS	417				hypothetical protein
metabat2500.049_00037	gene	588				
metabat2500.049_00037	CDS	588				hypothetical protein
metabat2500.049_00038	gene	702	glaR			
metabat2500.049_00038	CDS	702	glaR		COG1802	HTH-type transcriptional repressor GlaR
metabat2500.049_00039	gene	861				
metabat2500.049_00039	CDS	861				hypothetical protein
metabat2500.049_00040	gene	972				
metabat2500.049_00040	CDS	972				hypothetical protein
metabat2500.049_00041	gene	579				
metabat2500.049_00041	CDS	579				hypothetical protein
metabat2500.049_00042	gene	1014	qorA_1			
metabat2500.049_00042	CDS	1014	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
metabat2500.049_00043	gene	576				
metabat2500.049_00043	CDS	576				hypothetical protein
metabat2500.049_00044	gene	93				
metabat2500.049_00044	CDS	93				hypothetical protein
metabat2500.049_00045	gene	429				
metabat2500.049_00045	CDS	429				hypothetical protein
metabat2500.049_00046	gene	1011	hemB			
metabat2500.049_00046	CDS	1011	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
metabat2500.049_00047	gene	1242				
metabat2500.049_00047	CDS	1242				hypothetical protein
metabat2500.049_00048	gene	861				
metabat2500.049_00048	CDS	861				hypothetical protein
metabat2500.049_00049	gene	690	clcD			
metabat2500.049_00049	CDS	690	clcD	3.1.1.45		Carboxymethylenebutenolidase
metabat2500.049_00050	gene	747	ygfF			
metabat2500.049_00050	CDS	747	ygfF	1.-.-.-		putative oxidoreductase YgfF
metabat2500.049_00051	gene	636				
metabat2500.049_00051	CDS	636				hypothetical protein
metabat2500.049_00052	gene	705	creB			
metabat2500.049_00052	CDS	705	creB		COG0745	Transcriptional regulatory protein CreB
metabat2500.049_00053	gene	1467	creC			
metabat2500.049_00053	CDS	1467	creC	2.7.13.3	COG0642	Sensor protein CreC
metabat2500.049_00054	gene	1437	creD			
metabat2500.049_00054	CDS	1437	creD		COG4452	Inner membrane protein CreD
metabat2500.049_00055	gene	360				
metabat2500.049_00055	CDS	360				hypothetical protein
metabat2500.049_00056	gene	1047				
metabat2500.049_00056	CDS	1047				hypothetical protein
metabat2500.049_00057	gene	537				
metabat2500.049_00057	CDS	537				Bacteriohemerythrin
metabat2500.049_00058	gene	582				
metabat2500.049_00058	CDS	582				hypothetical protein
metabat2500.049_00059	gene	219				
metabat2500.049_00059	CDS	219				hypothetical protein
metabat2500.049_00060	gene	1917				
metabat2500.049_00060	CDS	1917				hypothetical protein
metabat2500.049_00061	gene	1455				
metabat2500.049_00061	CDS	1455				hypothetical protein
metabat2500.049_00062	gene	1377				
metabat2500.049_00062	CDS	1377		1.6.99.-	COG1252	NADH dehydrogenase-like protein
metabat2500.049_00063	gene	693				
metabat2500.049_00063	CDS	693				hypothetical protein
metabat2500.049_00064	gene	969				
metabat2500.049_00064	CDS	969				hypothetical protein
metabat2500.049_00065	gene	876	mkl			
metabat2500.049_00065	CDS	876	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
metabat2500.049_00066	gene	1125				
metabat2500.049_00066	CDS	1125				hypothetical protein
metabat2500.049_00067	gene	1692	alkJ_1			
metabat2500.049_00067	CDS	1692	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
metabat2500.049_00068	gene	369				
metabat2500.049_00068	CDS	369				hypothetical protein
metabat2500.049_00069	gene	330				
metabat2500.049_00069	CDS	330				hypothetical protein
metabat2500.049_00070	gene	1353	amtB_1			
metabat2500.049_00070	CDS	1353	amtB_1			Ammonia channel
metabat2500.049_00071	gene	744	yfcA			
metabat2500.049_00071	CDS	744	yfcA		COG0730	putative membrane transporter protein YfcA
metabat2500.049_00072	gene	765	fliY_1			
metabat2500.049_00072	CDS	765	fliY_1		COG0834	L-cystine-binding protein FliY
metabat2500.049_00073	gene	783				
metabat2500.049_00073	CDS	783				hypothetical protein
metabat2500.049_00074	gene	753	glnQ_1			
metabat2500.049_00074	CDS	753	glnQ_1			Glutamine transport ATP-binding protein GlnQ
metabat2500.049_00075	gene	888				
metabat2500.049_00075	CDS	888				hypothetical protein
metabat2500.049_00076	gene	1941	mrdA			
metabat2500.049_00076	CDS	1941	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
metabat2500.049_00077	gene	519				
metabat2500.049_00077	CDS	519				hypothetical protein
metabat2500.049_00078	gene	924	mreC			
metabat2500.049_00078	CDS	924	mreC		COG1792	Cell shape-determining protein MreC
metabat2500.049_00079	gene	1044	mreB			
metabat2500.049_00079	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
metabat2500.049_00080	gene	300	gatC			
metabat2500.049_00080	CDS	300	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
metabat2500.049_00081	gene	1494	gatA			
metabat2500.049_00081	CDS	1494	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
metabat2500.049_00082	gene	897				
metabat2500.049_00082	CDS	897				hypothetical protein
metabat2500.049_00083	gene	744				
metabat2500.049_00083	CDS	744				hypothetical protein
metabat2500.049_00084	gene	1683	fadD_1			
metabat2500.049_00084	CDS	1683	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
metabat2500.049_00085	gene	954	alsB			
metabat2500.049_00085	CDS	954	alsB		COG1879	D-allose-binding periplasmic protein
metabat2500.049_00086	gene	1674	rbsA_1			
metabat2500.049_00086	CDS	1674	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
metabat2500.049_00087	gene	993	rbsC_1			
metabat2500.049_00087	CDS	993	rbsC_1		COG1172	Ribose import permease protein RbsC
metabat2500.049_00088	gene	1023	rbsR			
metabat2500.049_00088	CDS	1023	rbsR		COG1609	Ribose operon repressor
metabat2500.049_00089	gene	945	rbsK			
metabat2500.049_00089	CDS	945	rbsK	2.7.1.15	COG0524	Ribokinase
metabat2500.049_00090	gene	390	rbsD			
metabat2500.049_00090	CDS	390	rbsD	5.4.99.62	COG1869	D-ribose pyranase
metabat2500.049_00091	gene	585	gloB_1			
metabat2500.049_00091	CDS	585	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
metabat2500.049_00092	gene	408				
metabat2500.049_00092	CDS	408				hypothetical protein
metabat2500.049_00093	gene	600				
metabat2500.049_00093	CDS	600				hypothetical protein
metabat2500.049_00094	gene	1986				
metabat2500.049_00094	CDS	1986				hypothetical protein
metabat2500.049_00095	gene	573				
metabat2500.049_00095	CDS	573				hypothetical protein
metabat2500.049_00096	gene	693	yfcF			
metabat2500.049_00096	CDS	693	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
metabat2500.049_00097	gene	309				
metabat2500.049_00097	CDS	309				hypothetical protein
metabat2500.049_00098	gene	456				
metabat2500.049_00098	CDS	456				hypothetical protein
metabat2500.049_00099	gene	1260	cca			
metabat2500.049_00099	CDS	1260	cca		COG0617	Multifunctional CCA protein
metabat2500.049_00100	gene	459	mshD_1			
metabat2500.049_00100	CDS	459	mshD_1	2.3.1.189		Mycothiol acetyltransferase
metabat2500.049_00101	gene	642	nrsf			
metabat2500.049_00101	CDS	642	nrsf		COG4944	putative anti-sigma-F factor NrsF
metabat2500.049_00102	gene	546	sigF			
metabat2500.049_00102	CDS	546	sigF		COG1595	ECF RNA polymerase sigma factor SigF
metabat2500.049_00103	gene	294				
metabat2500.049_00103	CDS	294				hypothetical protein
metabat2500.049_00104	gene	849				
metabat2500.049_00104	CDS	849				hypothetical protein
metabat2500.049_00105	gene	771				
metabat2500.049_00105	CDS	771				hypothetical protein
metabat2500.049_00106	gene	486				
metabat2500.049_00106	CDS	486				hypothetical protein
metabat2500.049_00107	gene	438	trxC			
metabat2500.049_00107	CDS	438	trxC	1.8.1.8	COG0526	Thioredoxin 2
metabat2500.049_00108	gene	750	otsB			
metabat2500.049_00108	CDS	750	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
metabat2500.049_00109	gene	1806				
metabat2500.049_00109	CDS	1806		3.2.1.28	COG3387	Trehalase
metabat2500.049_00110	gene	1389	otsA			
metabat2500.049_00110	CDS	1389	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
metabat2500.049_00111	gene	195				
metabat2500.049_00111	CDS	195				hypothetical protein
metabat2500.049_00112	gene	1119				
metabat2500.049_00112	CDS	1119				hypothetical protein
metabat2500.049_00113	gene	795	fabG_1			
metabat2500.049_00113	CDS	795	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
metabat2500.049_00114	gene	372				
metabat2500.049_00114	CDS	372				hypothetical protein
metabat2500.049_00115	gene	984	ttcA_1			
metabat2500.049_00115	CDS	984	ttcA_1	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
metabat2500.049_00116	gene	612				
metabat2500.049_00116	CDS	612				hypothetical protein
metabat2500.049_00117	gene	642	gpmB			
metabat2500.049_00117	CDS	642	gpmB	5.4.2.-		phosphoglycerate mutase GpmB
metabat2500.049_00118	gene	1167				
metabat2500.049_00118	CDS	1167		4.1.2.42		D-threonine aldolase
metabat2500.049_00119	gene	1803				
metabat2500.049_00119	CDS	1803				hypothetical protein
metabat2500.049_00120	gene	1062	ruvB_1			
metabat2500.049_00120	CDS	1062	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
metabat2500.049_00121	gene	1917				
metabat2500.049_00121	CDS	1917				hypothetical protein
metabat2500.049_00122	gene	576	ruvA			
metabat2500.049_00122	CDS	576	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
metabat2500.049_00123	gene	1035	ybeZ			
metabat2500.049_00123	CDS	1035	ybeZ		COG1702	PhoH-like protein
metabat2500.049_00124	gene	459	ybeY			
metabat2500.049_00124	CDS	459	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
metabat2500.049_00125	gene	747				
metabat2500.049_00125	CDS	747				hypothetical protein
metabat2500.049_00126	gene	1200				
metabat2500.049_00126	CDS	1200				hypothetical protein
metabat2500.049_00127	gene	1374				
metabat2500.049_00127	CDS	1374				hypothetical protein
metabat2500.049_00128	gene	447	dtd			
metabat2500.049_00128	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
metabat2500.049_00129	gene	951	fieF			
metabat2500.049_00129	CDS	951	fieF		COG0053	Ferrous-iron efflux pump FieF
metabat2500.049_00130	gene	1545	sasA_1			
metabat2500.049_00130	CDS	1545	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
metabat2500.049_00131	gene	633	fixJ_1			
metabat2500.049_00131	CDS	633	fixJ_1			Transcriptional regulatory protein FixJ
metabat2500.049_00132	gene	495				
metabat2500.049_00132	CDS	495				hypothetical protein
metabat2500.049_00133	gene	693				
metabat2500.049_00133	CDS	693				hypothetical protein
metabat2500.049_00134	gene	1419	dbpA			
metabat2500.049_00134	CDS	1419	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
metabat2500.049_00135	gene	2076				
metabat2500.049_00135	CDS	2076				hypothetical protein
metabat2500.049_00136	gene	1482	amn			
metabat2500.049_00136	CDS	1482	amn	3.2.2.4	COG0775	AMP nucleosidase
metabat2500.049_00137	gene	1137				
metabat2500.049_00137	CDS	1137				hypothetical protein
metabat2500.049_00138	gene	936	lnrL			
metabat2500.049_00138	CDS	936	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
metabat2500.049_00139	gene	2412				
metabat2500.049_00139	CDS	2412				hypothetical protein
metabat2500.049_00140	gene	1203	purT			
metabat2500.049_00140	CDS	1203	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
metabat2500.049_00141	gene	1632	vnfA			
metabat2500.049_00141	CDS	1632	vnfA		COG3604	Nitrogen fixation protein VnfA
metabat2500.049_00142	gene	912	rhdA			
metabat2500.049_00142	CDS	912	rhdA	2.8.1.1	COG2897	Thiosulfate sulfurtransferase
metabat2500.049_00143	gene	570				
metabat2500.049_00143	CDS	570				hypothetical protein
metabat2500.049_00144	gene	1158				
metabat2500.049_00144	CDS	1158				hypothetical protein
metabat2500.049_00145	gene	1326	norW			
metabat2500.049_00145	CDS	1326	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
metabat2500.049_00146	gene	579				
metabat2500.049_00146	CDS	579				hypothetical protein
metabat2500.049_00147	gene	567	sigK_1			
metabat2500.049_00147	CDS	567	sigK_1		COG1595	ECF RNA polymerase sigma factor SigK
metabat2500.049_00148	gene	771				
metabat2500.049_00148	CDS	771				hypothetical protein
metabat2500.049_00149	gene	444	cynS			
metabat2500.049_00149	CDS	444	cynS	4.2.1.104	COG1513	Cyanate hydratase
metabat2500.049_00150	gene	876	cmpD_1			
metabat2500.049_00150	CDS	876	cmpD_1	3.6.3.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
metabat2500.049_00151	gene	870				
metabat2500.049_00151	CDS	870				hypothetical protein
metabat2500.049_00152	gene	1407				
metabat2500.049_00152	CDS	1407				hypothetical protein
metabat2500.049_00153	gene	696	uvrY_1			
metabat2500.049_00153	CDS	696	uvrY_1		COG2197	Response regulator UvrY
metabat2500.049_00154	gene	1209				
metabat2500.049_00154	CDS	1209				hypothetical protein
metabat2500.049_00155	gene	852				
metabat2500.049_00155	CDS	852				hypothetical protein
metabat2500.049_00156	gene	516				
metabat2500.049_00156	CDS	516				hypothetical protein
metabat2500.049_00157	gene	1353				
metabat2500.049_00157	CDS	1353				hypothetical protein
metabat2500.049_00158	gene	738				
metabat2500.049_00158	CDS	738				hypothetical protein
metabat2500.049_00159	gene	1590	alkJ_2			
metabat2500.049_00159	CDS	1590	alkJ_2	1.1.99.-		Alcohol dehydrogenase [acceptor]
metabat2500.049_00160	gene	849	hbd			
metabat2500.049_00160	CDS	849	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
metabat2500.049_00161	gene	834	caiD_1			
metabat2500.049_00161	CDS	834	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
metabat2500.049_00162	gene	465	ohrR			
metabat2500.049_00162	CDS	465	ohrR			Organic hydroperoxide resistance transcriptional regulator
metabat2500.049_00163	gene	417	ohrB			
metabat2500.049_00163	CDS	417	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
metabat2500.049_00164	gene	387				
metabat2500.049_00164	CDS	387				hypothetical protein
metabat2500.049_00165	gene	759				
metabat2500.049_00165	CDS	759				hypothetical protein
metabat2500.049_00166	gene	114				
metabat2500.049_00166	CDS	114				hypothetical protein
metabat2500.049_00167	gene	1011				
metabat2500.049_00167	CDS	1011				hypothetical protein
metabat2500.049_00168	gene	603	orn			
metabat2500.049_00168	CDS	603	orn	3.1.-.-	COG1949	Oligoribonuclease
metabat2500.049_00169	gene	1308	htpX_1			
metabat2500.049_00169	CDS	1308	htpX_1	3.4.24.-		Protease HtpX
metabat2500.049_00170	gene	339	phhB			
metabat2500.049_00170	CDS	339	phhB	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
metabat2500.049_00171	gene	945	rsgA			
metabat2500.049_00171	CDS	945	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
metabat2500.049_00172	gene	987	cbiB_1			
metabat2500.049_00172	CDS	987	cbiB_1			Cobalamin biosynthesis protein CbiB
metabat2500.049_00173	gene	753	nudL			
metabat2500.049_00173	CDS	753	nudL	3.6.1.-		putative Nudix hydrolase NudL
metabat2500.049_00174	gene	384	rplS			
metabat2500.049_00174	CDS	384	rplS		COG0335	50S ribosomal protein L19
metabat2500.049_00175	gene	759	trmD			
metabat2500.049_00175	CDS	759	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
metabat2500.049_00176	gene	573	rimM			
metabat2500.049_00176	CDS	573	rimM		COG0806	Ribosome maturation factor RimM
metabat2500.049_00177	gene	252	rpsP			
metabat2500.049_00177	CDS	252	rpsP		COG0228	30S ribosomal protein S16
metabat2500.049_00178	gene	579	pitA			
metabat2500.049_00178	CDS	579	pitA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
metabat2500.049_00179	gene	447				
metabat2500.049_00179	CDS	447				hypothetical protein
metabat2500.049_00180	gene	738				
metabat2500.049_00180	CDS	738				hypothetical protein
metabat2500.049_00181	gene	1767				
metabat2500.049_00181	CDS	1767				hypothetical protein
metabat2500.049_00182	gene	480	nudB			
metabat2500.049_00182	CDS	480	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
metabat2500.049_00183	gene	828				
metabat2500.049_00183	CDS	828				hypothetical protein
metabat2500.049_00184	gene	1818	aspS			
metabat2500.049_00184	CDS	1818	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
metabat2500.049_00185	gene	621				
metabat2500.049_00185	CDS	621				hypothetical protein
metabat2500.049_00186	gene	360				
metabat2500.049_00186	CDS	360				hypothetical protein
metabat2500.049_00187	gene	1446	putP			
metabat2500.049_00187	CDS	1446	putP		COG0591	High-affinity proline transporter PutP
metabat2500.049_00188	gene	1566	ubiB_1			
metabat2500.049_00188	CDS	1566	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
metabat2500.049_00189	gene	639	ubiJ			
metabat2500.049_00189	CDS	639	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
metabat2500.049_00190	gene	1038				
metabat2500.049_00190	CDS	1038				hypothetical protein
metabat2500.049_00191	gene	741	ubiE			
metabat2500.049_00191	CDS	741	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
metabat2500.049_00192	gene	423				
metabat2500.049_00192	CDS	423				hypothetical protein
metabat2500.049_00193	gene	432				
metabat2500.049_00193	CDS	432				hypothetical protein
metabat2500.049_00194	gene	3915				
metabat2500.049_00194	CDS	3915				hypothetical protein
metabat2500.049_00195	gene	1230	serA			
metabat2500.049_00195	CDS	1230	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
metabat2500.049_00196	gene	1314	ugpB			
metabat2500.049_00196	CDS	1314	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
metabat2500.049_00197	gene	882	ugpA			
metabat2500.049_00197	CDS	882	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
metabat2500.049_00198	gene	852	araQ_1			
metabat2500.049_00198	CDS	852	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
metabat2500.049_00199	gene	1011	ugpC_1			
metabat2500.049_00199	CDS	1011	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
metabat2500.049_00200	gene	405				
metabat2500.049_00200	CDS	405				hypothetical protein
metabat2500.049_00201	gene	762	ugpQ			
metabat2500.049_00201	CDS	762	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
metabat2500.049_00202	gene	969				
metabat2500.049_00202	CDS	969				hypothetical protein
metabat2500.049_00203	gene	279				
metabat2500.049_00203	CDS	279				hypothetical protein
metabat2500.049_00204	gene	1332	hemA			
metabat2500.049_00204	CDS	1332	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
metabat2500.049_00205	gene	1113	prfA			
metabat2500.049_00205	CDS	1113	prfA		COG0216	Peptide chain release factor RF1
metabat2500.049_00206	gene	846	prmC_1			
metabat2500.049_00206	CDS	846	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
metabat2500.049_00207	gene	324	grxD			
metabat2500.049_00207	CDS	324	grxD		COG0278	Glutaredoxin 4
metabat2500.049_00208	gene	1008	lon_1			
metabat2500.049_00208	CDS	1008	lon_1	3.4.21.53		Lon protease
metabat2500.049_00209	gene	1344				
metabat2500.049_00209	CDS	1344				hypothetical protein
metabat2500.049_00210	gene	585				
metabat2500.049_00210	CDS	585				hypothetical protein
metabat2500.049_00211	gene	1068				
metabat2500.049_00211	CDS	1068				hypothetical protein
metabat2500.049_00212	gene	426				
metabat2500.049_00212	CDS	426				hypothetical protein
metabat2500.049_00213	gene	783	gno_1			
metabat2500.049_00213	CDS	783	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
metabat2500.049_00214	gene	1701				
metabat2500.049_00214	CDS	1701		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
metabat2500.049_00215	gene	1674				
metabat2500.049_00215	CDS	1674				hypothetical protein
metabat2500.049_00216	gene	3654				
metabat2500.049_00216	CDS	3654				hypothetical protein
metabat2500.049_00217	gene	549				
metabat2500.049_00217	CDS	549				hypothetical protein
metabat2500.049_00218	gene	966				
metabat2500.049_00218	CDS	966				hypothetical protein
metabat2500.049_00219	gene	1299	dctM_1			
metabat2500.049_00219	CDS	1299	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
metabat2500.049_00220	gene	510				
metabat2500.049_00220	CDS	510				hypothetical protein
metabat2500.049_00221	gene	966				
metabat2500.049_00221	CDS	966			COG1638	Solute-binding protein
metabat2500.049_00222	gene	840				
metabat2500.049_00222	CDS	840		4.2.1.-	COG4336	Putative hydro-lyase
metabat2500.049_00223	gene	912	hdfR_1			
metabat2500.049_00223	CDS	912	hdfR_1			HTH-type transcriptional regulator HdfR
metabat2500.049_00224	gene	459	lrp_1			
metabat2500.049_00224	CDS	459	lrp_1		COG1522	Leucine-responsive regulatory protein
metabat2500.049_00225	gene	348				
metabat2500.049_00225	CDS	348				hypothetical protein
metabat2500.049_00226	gene	1047	metN			
metabat2500.049_00226	CDS	1047	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
metabat2500.049_00227	gene	666	metI			
metabat2500.049_00227	CDS	666	metI		COG2011	D-methionine transport system permease protein MetI
metabat2500.049_00228	gene	810	mshD_2			
metabat2500.049_00228	CDS	810	mshD_2	2.3.1.189		Mycothiol acetyltransferase
metabat2500.049_00229	gene	867				
metabat2500.049_00229	CDS	867				hypothetical protein
metabat2500.049_00230	gene	474				
metabat2500.049_00230	CDS	474				hypothetical protein
metabat2500.049_00231	gene	318				
metabat2500.049_00231	CDS	318				hypothetical protein
metabat2500.049_00232	gene	696	lipB			
metabat2500.049_00232	CDS	696	lipB	2.3.1.181	COG0321	Octanoyltransferase
metabat2500.049_00233	gene	981	lipA			
metabat2500.049_00233	CDS	981	lipA	2.8.1.8	COG0320	Lipoyl synthase
metabat2500.049_00234	gene	714				
metabat2500.049_00234	CDS	714				hypothetical protein
metabat2500.049_00235	gene	834				
metabat2500.049_00235	CDS	834				hypothetical protein
metabat2500.049_00236	gene	1758	ptsI			
metabat2500.049_00236	CDS	1758	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
metabat2500.049_00237	gene	270	crh			
metabat2500.049_00237	CDS	270	crh		COG1925	HPr-like protein Crh
metabat2500.049_00238	gene	453				
metabat2500.049_00238	CDS	453				hypothetical protein
metabat2500.049_00239	gene	1257				
metabat2500.049_00239	CDS	1257				hypothetical protein
metabat2500.049_00240	gene	534				
metabat2500.049_00240	CDS	534				hypothetical protein
metabat2500.049_00241	gene	504	resA_1			
metabat2500.049_00241	CDS	504	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
