locus_tag	ftype	length_bp	gene	EC_number	COG	product
concoct.235_00109	CDS	768	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
concoct.235_00110	gene	1086	trpD_1			
concoct.235_00110	CDS	1086	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
concoct.235_00111	gene	597	cyoC			
concoct.235_00111	CDS	597	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
concoct.235_00112	gene	213				
concoct.235_00112	CDS	213				hypothetical protein
concoct.235_00113	gene	1047				
concoct.235_00113	CDS	1047				hypothetical protein
concoct.235_00114	gene	933				
concoct.235_00114	CDS	933		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
concoct.235_00115	gene	165				
concoct.235_00115	CDS	165				hypothetical protein
concoct.235_00116	gene	846	yhaJ			
concoct.235_00116	CDS	846	yhaJ			HTH-type transcriptional regulator YhaJ
concoct.235_00117	gene	450				
concoct.235_00117	CDS	450				hypothetical protein
concoct.235_00118	gene	1083				
concoct.235_00118	CDS	1083				hypothetical protein
concoct.235_00119	gene	1056	rutD_1			
concoct.235_00119	CDS	1056	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
concoct.235_00120	gene	969				
concoct.235_00120	CDS	969				hypothetical protein
concoct.235_00121	gene	606				
concoct.235_00121	CDS	606				hypothetical protein
concoct.235_00122	gene	855	motA_1			
concoct.235_00122	CDS	855	motA_1		COG1291	Motility protein A
concoct.235_00123	gene	759	motB_1			
concoct.235_00123	CDS	759	motB_1		COG1360	Motility protein B
concoct.235_00124	gene	378				
concoct.235_00124	CDS	378				hypothetical protein
concoct.235_00125	gene	363	rlmM_1			
concoct.235_00125	CDS	363	rlmM_1	2.1.1.186		Ribosomal RNA large subunit methyltransferase M
concoct.235_00126	gene	384				
concoct.235_00126	CDS	384				hypothetical protein
concoct.235_00127	gene	486				
concoct.235_00127	CDS	486				hypothetical protein
concoct.235_00128	gene	537				
concoct.235_00128	CDS	537				hypothetical protein
concoct.235_00129	gene	993				
concoct.235_00129	CDS	993				hypothetical protein
concoct.235_00130	gene	939				
concoct.235_00130	CDS	939				hypothetical protein
concoct.235_00131	gene	114				
concoct.235_00131	CDS	114				hypothetical protein
concoct.235_00132	gene	1548				
concoct.235_00132	CDS	1548				hypothetical protein
concoct.235_00133	gene	732				
concoct.235_00133	CDS	732				hypothetical protein
concoct.235_00134	gene	960				
concoct.235_00134	CDS	960				hypothetical protein
concoct.235_00135	gene	381				
concoct.235_00135	CDS	381				hypothetical protein
concoct.235_00136	gene	183				
concoct.235_00136	CDS	183				hypothetical protein
concoct.235_00137	gene	471				
concoct.235_00137	CDS	471				hypothetical protein
concoct.235_00138	gene	240	czcR			
concoct.235_00138	CDS	240	czcR			Transcriptional activator protein CzcR
concoct.235_00139	gene	606				
concoct.235_00139	CDS	606				hypothetical protein
concoct.235_00140	gene	411				
concoct.235_00140	CDS	411				hypothetical protein
concoct.235_00141	gene	1047	rcsC_2			
concoct.235_00141	CDS	1047	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
concoct.235_00142	gene	1110	sphX			
concoct.235_00142	CDS	1110	sphX		COG0226	Protein SphX
concoct.235_00143	gene	420				
concoct.235_00143	CDS	420				hypothetical protein
concoct.235_00144	gene	105				
concoct.235_00144	CDS	105				hypothetical protein
concoct.235_00145	gene	186				
concoct.235_00145	CDS	186				hypothetical protein
concoct.235_00146	gene	441				
concoct.235_00146	CDS	441				L-lactate transporter
concoct.235_00147	gene	1230				
concoct.235_00147	CDS	1230				hypothetical protein
concoct.235_00148	gene	900				
concoct.235_00148	CDS	900				hypothetical protein
concoct.235_00149	gene	411				
concoct.235_00149	CDS	411				hypothetical protein
concoct.235_00150	gene	1239				
concoct.235_00150	CDS	1239				hypothetical protein
concoct.235_00151	gene	366				
concoct.235_00151	CDS	366				hypothetical protein
concoct.235_00152	gene	1119				
concoct.235_00152	CDS	1119				hypothetical protein
concoct.235_00153	gene	1119				
concoct.235_00153	CDS	1119				hypothetical protein
concoct.235_00154	gene	684				
concoct.235_00154	CDS	684				hypothetical protein
concoct.235_00155	gene	1350	pel			
concoct.235_00155	CDS	1350	pel	4.2.2.2	COG3866	Pectate lyase
concoct.235_00156	gene	573				
concoct.235_00156	CDS	573				hypothetical protein
concoct.235_00157	gene	924				
concoct.235_00157	CDS	924				hypothetical protein
concoct.235_00158	gene	168				
concoct.235_00158	CDS	168				hypothetical protein
concoct.235_00159	gene	489				
concoct.235_00159	CDS	489				hypothetical protein
concoct.235_00160	gene	1413				
concoct.235_00160	CDS	1413				hypothetical protein
concoct.235_00161	gene	960				
concoct.235_00161	CDS	960				hypothetical protein
concoct.235_00162	gene	447				
concoct.235_00162	CDS	447				hypothetical protein
concoct.235_00163	gene	348				
concoct.235_00163	CDS	348				hypothetical protein
concoct.235_00164	gene	273				
concoct.235_00164	CDS	273				hypothetical protein
concoct.235_00165	gene	600				
concoct.235_00165	CDS	600				hypothetical protein
concoct.235_00166	gene	564				
concoct.235_00166	CDS	564				hypothetical protein
concoct.235_00167	gene	537	hcpC			
concoct.235_00167	CDS	537	hcpC	3.5.2.6	COG0790	Putative beta-lactamase HcpC
concoct.235_00168	gene	984				
concoct.235_00168	CDS	984		1.3.1.103		2-haloacrylate reductase
concoct.235_00169	gene	270				
concoct.235_00169	CDS	270				hypothetical protein
concoct.235_00170	gene	732				
concoct.235_00170	CDS	732				hypothetical protein
concoct.235_00171	gene	1812				
concoct.235_00171	CDS	1812				hypothetical protein
concoct.235_00172	gene	1068				
concoct.235_00172	CDS	1068				hypothetical protein
concoct.235_00173	gene	1176	adh			
concoct.235_00173	CDS	1176	adh	1.1.1.1	COG1063	Alcohol dehydrogenase
concoct.235_00174	gene	258				
concoct.235_00174	CDS	258				hypothetical protein
concoct.235_00175	gene	561				
concoct.235_00175	CDS	561				hypothetical protein
concoct.235_00176	gene	1002	sapM			
concoct.235_00176	CDS	1002	sapM	3.1.3.64		Phosphatidylinositol-3-phosphatase
concoct.235_00177	gene	585				
concoct.235_00177	CDS	585				hypothetical protein
concoct.235_00178	gene	942				
concoct.235_00178	CDS	942				hypothetical protein
concoct.235_00179	gene	1365				
concoct.235_00179	CDS	1365		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
concoct.235_00180	gene	708	lutR			
concoct.235_00180	CDS	708	lutR		COG2186	HTH-type transcriptional regulator LutR
concoct.235_00181	gene	447				
concoct.235_00181	CDS	447				hypothetical protein
concoct.235_00182	gene	774				
concoct.235_00182	CDS	774			COG0596	putative protein
concoct.235_00183	gene	699				
concoct.235_00183	CDS	699				hypothetical protein
concoct.235_00184	gene	576				
concoct.235_00184	CDS	576				hypothetical protein
concoct.235_00185	gene	1287				
concoct.235_00185	CDS	1287				hypothetical protein
concoct.235_00186	gene	150				
concoct.235_00186	CDS	150				hypothetical protein
concoct.235_00187	gene	177				
concoct.235_00187	CDS	177				hypothetical protein
concoct.235_00188	gene	702				
concoct.235_00188	CDS	702				hypothetical protein
concoct.235_00189	gene	1005				
concoct.235_00189	CDS	1005				hypothetical protein
concoct.235_00190	gene	381				
concoct.235_00190	CDS	381				hypothetical protein
concoct.235_00191	gene	423				
concoct.235_00191	CDS	423				hypothetical protein
concoct.235_00192	gene	1011				
concoct.235_00192	CDS	1011				hypothetical protein
concoct.235_00193	gene	741				
concoct.235_00193	CDS	741				hypothetical protein
concoct.235_00194	gene	801				
concoct.235_00194	CDS	801				hypothetical protein
concoct.235_00195	gene	666				
concoct.235_00195	CDS	666				hypothetical protein
concoct.235_00196	gene	573				
concoct.235_00196	CDS	573				hypothetical protein
concoct.235_00197	gene	1047				
concoct.235_00197	CDS	1047				hypothetical protein
concoct.235_00198	gene	474				
concoct.235_00198	CDS	474				hypothetical protein
concoct.235_00199	gene	558				
concoct.235_00199	CDS	558				hypothetical protein
concoct.235_00200	gene	1473	pmbA			
concoct.235_00200	CDS	1473	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
concoct.235_00201	gene	570	dcd_1			
concoct.235_00201	CDS	570	dcd_1	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
concoct.235_00202	gene	768	cobV			
concoct.235_00202	CDS	768	cobV	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
concoct.235_00203	gene	522	cobP			
concoct.235_00203	CDS	522	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
concoct.235_00204	gene	795	fepC			
concoct.235_00204	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
concoct.235_00205	gene	999				
concoct.235_00205	CDS	999				hypothetical protein
concoct.235_00206	gene	1071	hmuU			
concoct.235_00206	CDS	1071	hmuU		COG0609	Hemin transport system permease protein HmuU
concoct.235_00207	gene	1044				
concoct.235_00207	CDS	1044				hypothetical protein
concoct.235_00208	gene	462				
concoct.235_00208	CDS	462				hypothetical protein
concoct.235_00209	gene	678				
concoct.235_00209	CDS	678				hypothetical protein
concoct.235_00210	gene	810				
concoct.235_00210	CDS	810				hypothetical protein
concoct.235_00211	gene	387				
concoct.235_00211	CDS	387				hypothetical protein
concoct.235_00212	gene	474				
concoct.235_00212	CDS	474				hypothetical protein
concoct.235_00213	gene	276	rclR			
concoct.235_00213	CDS	276	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
concoct.235_00214	gene	1599	abf2_1			
concoct.235_00214	CDS	1599	abf2_1	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
concoct.235_00215	gene	1299				
concoct.235_00215	CDS	1299				hypothetical protein
concoct.235_00216	gene	834	cckA_2			
concoct.235_00216	CDS	834	cckA_2			Sensor kinase CckA
concoct.235_00217	gene	882	rluD_1			
concoct.235_00217	CDS	882	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
concoct.235_00218	gene	297				
concoct.235_00218	CDS	297				hypothetical protein
concoct.235_00219	gene	639				
concoct.235_00219	CDS	639				hypothetical protein
concoct.235_00220	gene	729				
concoct.235_00220	CDS	729				hypothetical protein
concoct.235_00221	gene	807				
concoct.235_00221	CDS	807				hypothetical protein
concoct.235_00222	gene	843				
concoct.235_00222	CDS	843				hypothetical protein
concoct.235_00223	gene	561				
concoct.235_00223	CDS	561				hypothetical protein
concoct.235_00224	gene	201				
concoct.235_00224	CDS	201				hypothetical protein
concoct.235_00225	gene	74				
concoct.235_00225	tRNA	74				tRNA-Gly(ccc)
concoct.235_00226	gene	297				
concoct.235_00226	CDS	297				hypothetical protein
concoct.235_00227	gene	1140	gbsB			
concoct.235_00227	CDS	1140	gbsB	1.1.1.-	COG1454	Choline dehydrogenase
concoct.235_00228	gene	414	ipuC			
concoct.235_00228	CDS	414	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
concoct.235_00229	gene	1665				
concoct.235_00229	CDS	1665				hypothetical protein
concoct.235_00230	gene	1092				
concoct.235_00230	CDS	1092				hypothetical protein
concoct.235_00231	gene	759				
concoct.235_00231	CDS	759				hypothetical protein
concoct.235_00232	gene	270				
concoct.235_00232	CDS	270				hypothetical protein
concoct.235_00233	gene	546	rfbC			
concoct.235_00233	CDS	546	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
concoct.235_00234	gene	1290				
concoct.235_00234	CDS	1290			COG4310	Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein
concoct.235_00235	gene	1044	gmd			
concoct.235_00235	CDS	1044	gmd	4.2.1.47		GDP-mannose 4,6-dehydratase
concoct.235_00236	gene	447				
concoct.235_00236	CDS	447				hypothetical protein
concoct.235_00237	gene	402	bcp_1			
concoct.235_00237	CDS	402	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
concoct.235_00238	gene	627	def			
concoct.235_00238	CDS	627	def	3.5.1.88	COG0242	Peptide deformylase
concoct.235_00239	gene	696				
concoct.235_00239	CDS	696				hypothetical protein
concoct.235_00240	gene	1014				
concoct.235_00240	CDS	1014				hypothetical protein
concoct.235_00241	gene	186				
concoct.235_00241	CDS	186				hypothetical protein
concoct.235_00242	gene	855	pal_2			
concoct.235_00242	CDS	855	pal_2			Peptidoglycan-associated lipoprotein
concoct.235_00243	gene	366				
concoct.235_00243	CDS	366				hypothetical protein
concoct.235_00244	gene	1218				
concoct.235_00244	CDS	1218				hypothetical protein
concoct.235_00245	gene	417				
concoct.235_00245	CDS	417				hypothetical protein
concoct.235_00246	gene	273				
concoct.235_00246	CDS	273				hypothetical protein
concoct.235_00247	gene	1110	rfbB_1			
concoct.235_00247	CDS	1110	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
concoct.235_00248	gene	1254				
concoct.235_00248	CDS	1254				hypothetical protein
concoct.235_00249	gene	609				
concoct.235_00249	CDS	609				hypothetical protein
concoct.235_00250	gene	798				
concoct.235_00250	CDS	798				hypothetical protein
concoct.235_00251	gene	819				
concoct.235_00251	CDS	819				hypothetical protein
concoct.235_00252	gene	834				
concoct.235_00252	CDS	834				hypothetical protein
concoct.235_00253	gene	1476				
concoct.235_00253	CDS	1476				hypothetical protein
concoct.235_00254	gene	1131				
concoct.235_00254	CDS	1131				hypothetical protein
concoct.235_00255	gene	1560	spoIIAB			
concoct.235_00255	CDS	1560	spoIIAB	2.7.11.1		Anti-sigma F factor
concoct.235_00256	gene	603				
concoct.235_00256	CDS	603				hypothetical protein
concoct.235_00257	gene	588				
concoct.235_00257	CDS	588				hypothetical protein
concoct.235_00258	gene	291				
concoct.235_00258	CDS	291				hypothetical protein
concoct.235_00259	gene	1044				
concoct.235_00259	CDS	1044				hypothetical protein
concoct.235_00260	gene	1899				
concoct.235_00260	CDS	1899				hypothetical protein
concoct.235_00261	gene	411	bcp_2			
concoct.235_00261	CDS	411	bcp_2	1.11.1.15	COG1225	Putative peroxiredoxin
concoct.235_00262	gene	891	gtaB			
concoct.235_00262	CDS	891	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
concoct.235_00263	gene	2109	secD			
concoct.235_00263	CDS	2109	secD			Protein translocase subunit SecD
concoct.235_00264	gene	393				
concoct.235_00264	CDS	393				hypothetical protein
concoct.235_00265	gene	1164	rcsC_3			
concoct.235_00265	CDS	1164	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
concoct.235_00266	gene	366				
concoct.235_00266	CDS	366				hypothetical protein
concoct.235_00267	gene	936				
concoct.235_00267	CDS	936		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
concoct.235_00268	gene	297				
concoct.235_00268	CDS	297				hypothetical protein
concoct.235_00269	gene	1419				
concoct.235_00269	CDS	1419				hypothetical protein
concoct.235_00270	gene	615				
concoct.235_00270	CDS	615				hypothetical protein
concoct.235_00271	gene	966				
concoct.235_00271	CDS	966				hypothetical protein
concoct.235_00272	gene	207				
concoct.235_00272	CDS	207				hypothetical protein
concoct.235_00273	gene	192				
concoct.235_00273	CDS	192				hypothetical protein
concoct.235_00274	gene	300				
concoct.235_00274	CDS	300				hypothetical protein
concoct.235_00275	gene	279				
concoct.235_00275	CDS	279				hypothetical protein
concoct.235_00276	gene	549				
concoct.235_00276	CDS	549				hypothetical protein
concoct.235_00277	gene	762				
concoct.235_00277	CDS	762				hypothetical protein
concoct.235_00278	gene	333				
concoct.235_00278	CDS	333				hypothetical protein
concoct.235_00279	gene	576				
concoct.235_00279	CDS	576				hypothetical protein
concoct.235_00280	gene	741	lolD_1			
concoct.235_00280	CDS	741	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
concoct.235_00281	gene	1389	atoC_1			
concoct.235_00281	CDS	1389	atoC_1		COG2204	Regulatory protein AtoC
concoct.235_00282	gene	633				
concoct.235_00282	CDS	633				hypothetical protein
concoct.235_00283	gene	645				
concoct.235_00283	CDS	645				hypothetical protein
concoct.235_00284	gene	660				
concoct.235_00284	CDS	660				hypothetical protein
concoct.235_00285	gene	273				
concoct.235_00285	CDS	273				hypothetical protein
concoct.235_00286	gene	840				
concoct.235_00286	CDS	840				hypothetical protein
concoct.235_00287	gene	681				
concoct.235_00287	CDS	681				hypothetical protein
concoct.235_00288	gene	774				
concoct.235_00288	CDS	774				hypothetical protein
concoct.235_00289	gene	702				
concoct.235_00289	CDS	702				hypothetical protein
concoct.235_00290	gene	402	rsmB			
concoct.235_00290	CDS	402	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
concoct.235_00291	gene	426	tolR_1			
concoct.235_00291	CDS	426	tolR_1			Tol-Pal system protein TolR
concoct.235_00292	gene	744	tolQ_1			
concoct.235_00292	CDS	744	tolQ_1			Tol-Pal system protein TolQ
concoct.235_00293	gene	672				
concoct.235_00293	CDS	672				hypothetical protein
concoct.235_00294	gene	1566	cusA			
concoct.235_00294	CDS	1566	cusA		COG3696	Cation efflux system protein CusA
concoct.235_00295	gene	615				
concoct.235_00295	CDS	615				hypothetical protein
concoct.235_00296	gene	1155				
concoct.235_00296	CDS	1155				hypothetical protein
concoct.235_00297	gene	660				
concoct.235_00297	CDS	660				hypothetical protein
concoct.235_00298	gene	1044				
concoct.235_00298	CDS	1044				hypothetical protein
concoct.235_00299	gene	867				
concoct.235_00299	CDS	867				hypothetical protein
concoct.235_00300	gene	93				
concoct.235_00300	CDS	93				hypothetical protein
concoct.235_00301	gene	507				
concoct.235_00301	CDS	507				hypothetical protein
concoct.235_00302	gene	933				
concoct.235_00302	CDS	933				hypothetical protein
concoct.235_00303	gene	522				
concoct.235_00303	CDS	522				hypothetical protein
concoct.235_00304	gene	663	algU_1			
